3041,1925
512,6986
254,20
20,28
508,2718
512,264
512,180
3041,454
3041,621
152,1502
156,188
152,737
212,1008
882,767
2718,3695
671,2775
32,1440
212,963
1440,156
2718,730
3041,113
152,133
512,26
110,212
3041,682
482,467
3041,475
152,6842
262,1481
508,968
20,394
508,6
2718,513
254,1105
152,858
152,2583
184,2718
156,6448
512,6890
152,610
882,6490
452,1159
3041,3392
512,1766
152,2144
27,1178
262,6547
1502,2491
917,458
735,690
5995,2572
508,33
152,672
512,1159
512,6637
56,20
96,3365
512,2469
3041,1350
512,1738
2718,2641
254,152
254,102
452,3219
152,1511
2718,735
508,1002
3041,1503
3041,1131
152,1176
244,3695
938,980
2718,1550
152,2332
113,512
3274,152
508,1631
2718,2717
3041,3105
254,989
152,1459
3041,155
152,6638
262,720
270,597
152,882
3041,1984
2291,512
20,3695
452,1113
989,97
102,882
152,743
508,212
3708,4450
512,6844
6894,512
3041,32
110,1369
3041,4338
152,2540
1460,2589
3042,212
3041,955
452,2291
212,84
938,5063
152,2539
122,125
244,206
136,156
2718,747
55,262
253,512
152,89
482,3641
3041,184
837,882
3041,1523
212,980
66,1502
2718,156
300,963
152,792
938,962
570,938
156,513
452,3025
2266,597
152,512
66,967
152,890
113,738
882,962
136,805
508,1853
3044,219
32,1324
3041,3025
917,49
512,6378
254,2636
512,1191
3041,3511
262,6943
941,327
2898,538
720,146
882,2612
3041,134
508,5168
452,3444
152,4824
938,122
3219,1178
512,202
452,283
318,5938
882,800
452,6516
262,941
212,504
2718,6696
982,219
152,1810
512,1248
3041,152
3041,102
156,2719
152,2291
156,690
938,720
254,683
262,125
917,512
2718,1323
512,230
179,134
3041,570
938,7102
156,747
152,182
28,100
110,230
915,1460
512,1094
262,3194
512,6732
3041,97
212,1036
3708,2708
964,5442
882,1009
156,2728
512,2170
512,4638
1404,156
6445,1324
212,278
963,601
570,970
262,2207
512,784
212,1113
262,42
134,735
66,984
102,917
262,2754
80,512
452,4403
3041,458
3041,5685
145,1504
452,212
452,922
254,3041
938,968
512,312
152,1499
512,693
3041,3708
20,2987
512,764
914,512
508,6408
512,2025
512,209
3041,6454
122,1920
152,1601
156,1534
6894,61
3041,5400
262,918
889,512
452,1084
508,1114
938,986
2266,575
2443,1176
512,1303
512,367
3042,621
781,797
938,1036
32,212
212,882
152,66
212,971
938,1322
419,512
452,915
815,512
136,6871
512,1501
156,1144
729,882
882,71
267,512
152,144
570,1735
2718,2482
156,730
508,6965
156,937
262,1494
512,364
725,2718
508,5442
184,1502
960,984
1550,512
262,3050
452,252
452,795
212,7440
3041,1627
508,118
452,69
453,512
212,1007
3041,1024
2488,1897
20,3281
512,1559
152,1664
156,462
2718,1167
262,856
3041,212
512,2031
179,254
960,800
3041,2239
938,2818
152,6490
1073,2718
152,1406
452,882
102,960
985,3482
262,1434
512,6188
512,2523
42,188
512,1136
20,3203
452,136
917,3044
102,110
262,7101
915,523
144,212
262,1400
503,120
985,1778
452,2391
262,983
791,882
66,965
3041,3093
122,318
2291,2898
152,244
941,938
508,6560
512,673
152,198
110,6828
452,97
3041,791
512,856
941,2718
3041,56
3041,6984
452,801
152,64
512,1378
3041,6973
254,452
152,1735
110,7153
482,2775
254,6506
244,27
66,5442
152,3195
152,1093
989,6894
989,508
743,5622
482,244
452,973
508,1762
969,512
3041,723
882,980
452,383
3041,2443
32,999
260,1178
941,915
801,512
3041,27
3041,6638
508,725
3041,508
113,1113
351,7101
244,2775
56,915
3044,422
3041,914
3041,6395
152,4711
508,1327
508,458
152,1535
152,1828
152,79
206,1004
570,976
512,3444
3041,743
882,6445
512,400
300,156
152,3262
20,283
879,882
1105,262
452,348
3041,432
508,5622
2718,1801
244,941
27,882
152,1352
152,351
512,1915
969,206
985,963
152,6519
882,504
152,472
503,88
212,941
508,503
212,982
452,1956
3041,3906
512,3232
546,682
512,933
20,5400
96,1248
452,800
110,54
725,156
482,66
917,2718
2718,6516
309,512
133,182
2718,2114
212,985
56,1502
152,145
915,453
152,96
482,28
452,727
254,324
3041,244
2718,6748
267,48
152,791
938,411
54,1423
85,2427
508,2707
512,61
665,48
3041,2708
367,2775
882,278
156,523
244,882
985,6490
452,941
254,80
152,707
32,951
879,184
3274,512
482,881
938,1113
2718,767
50,1502
938,967
152,456
152,2443
20,507
508,1004
882,967
512,1739
2427,6876
512,2051
3041,536
634,154
508,6574
3041,467
982,1007
915,252
156,419
254,508
508,1632
5785,317
152,938
3274,982
66,110
152,1973
570,512
2718,1440
152,879
3041,85
508,449
156,1460
3041,1645
452,6238
6894,882
20,4878
2898,1737
3041,98
152,143
452,5785
152,7269
683,938
508,1931
512,6915
938,1011
3041,128
129,2718
512,2349
3195,917
512,181
452,2011
989,268
492,154
254,3195
3194,3225
2266,1504
152,1538
452,6617
154,6696
2718,2712
989,54
512,997
100,48
3041,1110
1502,1036
66,882
938,6930
156,3076
512,1570
508,7440
184,6490
452,377
110,548
212,262
628,156
152,101
56,882
508,882
836,262
262,6890
102,938
2718,1236
84,512
152,777
512,2981
512,636
152,1513
254,1171
960,122
918,1502
54,848
2061,4403
882,4825
20,799
3041,6700
452,1867
1178,1882
152,3029
3041,3307
262,180
3041,729
512,415
512,473
3041,1000
152,979
56,206
262,738
452,2167
254,960
66,54
152,212
20,6609
212,337
262,805
938,6892
508,1495
3041,4104
512,203
1167,156
3041,1434
262,5995
512,722
452,138
152,1141
152,3293
938,800
262,548
152,1073
516,512
508,941
918,622
915,6516
800,512
512,870
452,42
152,192
512,6474
152,327
452,3193
3041,629
683,20
508,1007
452,6894
452,3237
102,5063
152,1808
48,78
512,600
3041,3193
66,2427
3041,868
152,693
452,177
66,6894
152,607
206,963
938,5938
960,980
508,4644
1502,6454
156,173
452,975
136,1323
508,695
244,3935
262,1213
152,177
969,964
20,5685
262,793
152,941
915,327
156,2716
262,363
56,262
156,940
915,6490
452,1011
5,2775
570,206
32,1323
28,672
244,6118
262,1502
3041,2391
743,983
136,693
938,978
508,1113
206,1036
452,970
452,3258
512,1786
452,191
882,977
2266,512
152,2622
262,1078
882,5297
512,2480
215,156
452,1323
152,20
836,727
512,1589
512,191
126,512
837,508
20,112
690,512
508,2818
2718,1271
607,2707
262,1505
512,1112
2718,2707
212,814
204,512
512,1034
152,942
938,1325
212,601
3041,54
914,1178
152,5238
508,4692
512,3584
452,512
989,764
212,154
925,6943
156,5
300,1626
32,206
152,110
138,156
188,512
152,742
66,4692
152,134
156,767
152,492
20,422
156,2727
152,2850
738,963
3041,969
3041,3117
2718,2433
743,262
152,1042
1178,1172
1725,1504
1969,6943
508,4397
152,3225
206,6490
152,7176
212,512
2722,2718
152,102
452,181
1502,2292
2898,2170
152,920
48,4953
938,492
508,100
54,122
138,42
739,512
262,2707
938,363
20,844
152,2707
3041,206
262,7440
1742,1504
2718,2716
3042,6943
152,1198
569,184
152,1270
110,337
20,1192
152,223
882,1005
3041,133
152,288
512,2164
452,7104
882,963
800,492
512,2492
3041,2401
508,1423
3041,3365
512,6938
20,881
212,4692
102,3511
512,2464
570,6445
102,363
254,743
262,91
212,1021
452,1535
452,154
152,53
508,6663
512,1581
206,968
2718,5
3041,881
3041,495
97,177
452,56
262,284
671,882
508,866
508,122
452,1742
882,6889
254,607
452,415
512,6067
494,523
915,269
882,48
300,882
262,6735
69,963
28,1108
102,1440
3041,1456
941,512
262,2589
152,3708
508,317
989,368
20,1984
512,858
212,738
452,3511
512,343
837,145
1867,512
452,2274
2707,937
882,986
32,2722
145,512
152,155
3274,28
152,2316
212,6876
152,129
254,2272
3041,6907
2850,915
152,915
66,5297
6516,2572
512,1725
262,1493
508,134
204,76
512,239
254,482
363,1505
915,154
60,474
3041,7116
797,2898
154,1550
152,32
66,120
102,738
179,184
512,441
300,512
262,177
720,5
80,6943
985,351
452,6965
3044,4403
2775,48
512,1377
262,79
3041,781
262,1508
512,1719
882,472
212,866
512,1452
212,1009
482,738
254,801
508,1081
512,2942
452,1550
3041,1084
206,1440
3041,471
152,7258
152,2321
156,2589
262,545
152,7
512,2194
508,1440
3041,804
262,120
152,309
20,2998
512,502
570,882
156,2710
725,2427
1178,1627
508,6516
452,2469
212,3511
3041,1369
152,7463
152,93
