3041,1742
682,136
3041,2998
244,938
508,570
512,2049
3041,569
56,938
262,2491
262,71
212,938
508,2061
452,105
28,879
212,5297
508,113
43,512
152,1294
915,6696
102,512
3041,170
152,1570
452,145
1535,351
508,4301
206,1011
156,2603
20,938
55,1172
3041,941
152,967
66,512
134,2775
2110,262
2707,156
512,369
1502,125
1504,1924
3041,138
262,74
986,512
1853,48
2114,462
152,2981
508,6832
152,999
156,6696
452,3641
3041,114
512,5028
938,6445
254,1418
512,1778
879,938
152,1357
262,809
66,262
512,255
254,3042
512,1774
512,6807
452,809
960,508
985,3708
6894,492
152,3222
152,781
3041,2987
882,1008
3041,3841
254,917
212,767
508,967
146,512
671,963
512,1788
152,184
102,967
982,3432
452,764
102,570
452,184
889,890
32,1627
156,2711
156,1801
102,206
71,1178
2718,2727
512,1728
152,1732
1369,2718
2898,367
982,188
882,4450
452,363
882,1323
32,799
152,5400
152,3109
879,3044
607,472
508,1204
672,508
508,306
152,1113
3041,394
96,156
66,154
512,2000
917,621
371,2789
2067,48
28,166
152,56
32,938
66,1007
6700,156
1369,720
156,2114
941,2572
152,122
881,512
152,166
1440,6876
512,2292
152,269
882,337
2718,327
5,937
3041,2718
244,1502
512,1350
192,512
152,5442
3042,262
152,1736
512,1737
960,979
152,27
512,2331
452,3365
452,1350
182,4403
152,3044
28,244
3041,1406
152,2370
110,967
66,985
882,206
938,3906
512,371
512,6737
152,453
1178,6544
512,74
938,206
512,7161
49,512
963,84
512,2898
512,1473
452,784
152,6517
152,722
3041,374
917,66
508,729
512,2319
3041,262
512,2407
452,2898
512,348
262,1507
882,965
152,1742
512,323
152,2266
512,3262
512,1748
508,214
212,1326
206,1113
512,6802
48,2042
3365,882
254,3274
508,133
2718,1460
69,882
28,754
512,3277
3041,253
504,963
467,64
882,978
66,980
3041,6418
122,2362
206,1323
985,882
3041,963
152,55
120,512
254,3047
735,48
3041,69
742,512
102,262
512,793
512,331
452,729
915,512
136,512
42,512
110,1731
512,167
889,3044
3274,156
1504,3250
66,6445
941,156
1110,725
570,1327
508,6894
512,847
20,613
512,88
512,2011
508,5132
152,473
1535,512
452,1456
432,270
3041,300
56,7233
152,219
262,64
129,156
152,2124
110,882
882,1007
1742,512
152,3281
512,1969
879,66
3041,985
452,743
28,3282
212,964
881,938
152,1477
254,791
969,882
999,156
512,6519
3041,1113
452,458
152,2011
254,56
3041,1366
152,2273
512,2279
729,110
989,2167
2718,2603
152,1323
1024,156
3041,2266
262,69
156,494
512,538
512,6454
122,64
3041,607
999,512
154,3695
61,1788
508,7353
963,177
508,76
2907,1178
3041,2754
212,2707
985,2427
262,813
452,1973
754,938
152,137
6876,3088
152,210
837,915
570,738
262,136
254,914
2718,154
262,987
152,3277
20,5810
570,1853
512,391
113,262
723,156
152,421
508,3293
452,5563
3041,971
512,377
20,795
964,968
152,646
156,3038
3041,6263
152,100
791,960
512,2009
179,149
508,7421
915,2319
917,110
152,2907
122,720
452,152
262,7025
152,955
914,2718
212,1495
508,206
512,259
960,512
156,2714
3041,461
262,1513
882,1011
738,882
2775,3492
512,422
836,512
512,1626
570,255
233,512
2718,136
964,1113
570,2535
720,512
837,3708
482,512
882,982
6560,512
66,508
3041,127
206,1007
50,512
102,2572
3041,2061
879,206
85,1024
1327,512
206,6445
512,1455
2718,419
122,48
512,575
262,6876
607,20
512,1798
3041,3203
3041,2850
938,6584
262,1162
2718,494
3041,844
177,512
882,975
152,793
452,2467
262,1499
152,986
3041,973
96,2718
973,882
512,466
152,837
152,989
56,2316
512,803
152,1404
512,1424
508,7387
56,917
508,7116
938,2716
3041,1192
508,7104
979,1504
7398,2427
989,2402
152,154
1178,442
66,244
3041,3065
570,48
156,2433
985,136
512,2561
244,4692
508,136
300,2612
512,3052
1434,512
2718,2714
512,31
110,969
110,3117
262,999
3041,889
262,920
671,508
152,6445
262,1473
3041,20
458,512
254,3048
452,682
152,50
7258,156
512,890
938,1029
3274,915
3041,2722
508,2572
452,1844
1178,957
973,512
262,13
114,512
512,2801
508,536
452,118
938,1326
262,2523
512,665
512,2568
989,559
3041,516
512,2454
262,7465
152,71
152,1743
262,1350
48,1608
915,597
508,85
915,332
2898,3219
452,300
837,212
152,2165
720,963
915,31
452,720
938,976
546,882
244,3471
3041,55
2818,512
508,938
144,2718
3041,7398
2266,5297
925,512
66,1113
2718,173
212,2167
212,3708
3041,49
938,1324
1178,3020
152,260
508,6876
938,504
1504,1743
2718,3549
512,2006
6506,963
56,2718
262,2006
56,964
152,3018
882,4692
152,891
152,1272
156,1827
2775,111
960,184
152,6871
374,512
3041,2124
3041,2067
152,1434
569,4953
262,6500
3041,7385
508,1011
212,54
152,153
212,962
56,482
989,71
512,3015
152,800
96,145
512,2575
938,984
3041,3641
152,982
3695,1460
969,963
1178,2789
3274,452
66,546
938,975
512,1373
152,80
3041,7376
512,261
682,512
882,983
915,383
801,1178
508,4338
156,2712
3041,1294
3041,1093
2718,2726
1455,269
512,372
156,233
452,102
2718,1848
512,6547
3041,2316
152,918
133,2718
985,6868
452,636
2718,504
3041,204
452,6488
152,508
738,2775
3042,2718
2266,882
879,508
971,882
254,1984
452,1786
20,2316
963,991
938,318
508,962
512,1225
512,924
512,530
985,122
735,1008
3041,86
938,4692
152,6906
3041,836
512,194
156,3549
917,1011
1178,6378
512,5663
512,105
512,3449
512,2284
882,1004
262,3449
3041,613
508,848
1504,2321
3041,799
2523,1078
110,177
212,2612
156,2641
737,262
66,212
3041,153
512,1226
508,3088
254,97
985,738
20,55
938,4689
3041,6609
3041,6939
152,3240
938,942
3041,96
512,6943
508,161
452,1731
152,573
512,2713
882,814
512,3237
837,3203
735,512
882,968
152,1011
96,1323
452,891
54,915
5,512
2898,6454
113,938
882,988
882,1036
2718,1144
512,3432
452,836
512,3242
3041,546
508,7385
960,986
212,85
508,504
999,882
2754,1073
738,964
4824,1178
152,6506
512,1513
212,2427
512,2320
452,2337
452,805
512,2285
152,720
512,2488
2266,2898
3041,1203
152,1084
262,3365
512,680
508,964
938,1327
989,80
152,1268
508,142
152,2594
133,156
262,4450
964,2718
512,1186
152,85
747,512
152,1167
941,882
512,1975
20,467
20,3044
3511,610
512,91
56,2707
97,42
512,809
512,2420
512,3248
3041,6894
156,6407
152,2584
3041,6362
269,6943
20,1199
882,6906
3044,154
1535,1350
3041,951
156,3695
915,2320
3041,2107
3041,2272
938,5442
512,7001
152,6529
3041,3109
452,54
960,915
508,7025
156,2721
2482,512
508,4403
152,3229
508,6868
3041,66
2718,6448
512,112
508,137
152,126
28,512
184,4689
110,963
20,454
133,982
452,964
152,3282
508,32
262,1005
152,3271
262,615
452,3824
837,986
512,3219
508,3511
152,383
3041,1256
3041,6506
508,679
508,986
5,462
351,512
1178,1802
262,100
512,3824
152,3171
212,570
4692,1178
2586,7001
3041,720
452,259
3042,955
262,1509
1535,2718
512,7318
914,1162
971,969
152,97
512,1956
738,512
512,6843
512,819
1113,1204
20,442
512,1824
508,1036
28,837
262,3995
960,110
80,2853
110,3262
2718,6407
512,2586
54,1113
394,512
2718,2721
3041,2472
3041,5785
156,1848
452,6828
964,1011
3041,507
512,1920
452,960
467,792
989,102
262,105
32,570
54,1024
882,363
80,122
508,5995
69,492
306,512
3041,240
2316,6906
152,1114
683,4
54,6876
1828,154
3041,925
5995,512
262,3511
508,170
145,48
881,453
512,1729
254,1084
3041,882
452,2708
2266,963
102,5938
102,508
512,2452
1024,882
156,327
512,283
20,6362
452,2119
452,1601
3041,628
136,177
152,2119
512,854
212,988
28,1725
351,472
508,154
152,1729
3041,4
212,1440
254,634
3041,907
508,6828
797,60
512,805
938,1867
969,980
129,739
634,20
917,154
508,3906
971,963
136,7176
262,541
152,496
508,4450
2266,332
3044,421
152,985
56,71
508,3365
570,1114
113,96
3041,110
982,181
999,915
452,219
204,262
152,2663
2266,915
27,156
512,1769
482,3935
2707,1460
254,144
96,915
152,3250
960,729
156,1323
3041,7043
152,815
102,212
3041,5563
152,507
152,2845
102,800
512,2854
28,6669
882,6868
3041,122
262,2853
6516,6876
152,42
254,454
941,206
262,503
3041,118
152,2718
512,3255
989,112
508,985
512,3222
156,548
452,80
452,6362
508,738
452,767
508,792
96,512
3041,4711
452,27
262,533
3274,2718
508,54
3041,738
452,45
3041,2143
512,89
508,7398
152,1725
69,512
20,80
512,825
56,156
475,512
504,156
512,1897
508,7010
2707,327
56,508
152,4246
471,512
152,105
152,3052
508,2426
155,882
4450,512
156,2482
508,615
3041,198
56,764
882,720
6609,512
980,1008
2718,2711
982,6915
262,1538
837,3365
3041,7369
122,60
110,118
110,890
452,986
3041,5810
152,149
882,970
79,48
3044,202
938,738
512,6617
2722,156
2775,6434
66,938
960,2722
508,7061
570,7398
152,6985
2775,63
262,531
512,1924
508,5810
110,985
508,363
512,727
254,1535
254,110
20,4338
512,6563
110,7386
244,7007
508,262
184,262
512,332
2443,512
512,597
512,2535
152,583
452,96
262,1498
3041,1737
986,2011
3041,363
20,1120
129,1460
56,512
184,512
20,907
452,1378
671,964
2285,6943
212,967
144,621
152,215
152,922
2775,115
3041,6669
110,720
192,244
262,6574
1024,2718
2266,284
882,5442
452,48
508,121
3041,1116
300,2718
156,1236
262,1478
154,156
5297,60
138,136
512,2501
152,502
791,102
508,145
452,3584
2708,156
212,156
152,2243
512,6781
512,922
508,2167
512,7153
452,870
914,156
452,262
262,6828
152,1503
452,837
152,1131
938,5608
882,1113
156,42
512,421
152,45
1423,512
452,482
2266,2291
2708,1440
244,595
152,233
152,124
152,1765
512,622
837,3511
152,267
508,2427
512,3269
508,184
244,1186
152,138
3041,1108
262,882
482,54
110,941
20,1110
512,609
156,1550
989,7224
3041,999
152,3482
156,2726
212,69
3041,938
938,120
254,671
791,890
508,6488
152,482
136,6519
512,252
3041,879
152,2337
6894,3365
628,2718
129,2707
938,306
512,447
969,1178
3041,2467
54,2061
363,206
508,999
152,3194
32,800
3041,229
212,915
508,6238
512,2273
54,4403
28,262
212,6889
3041,811
512,387
20,836
201,156
254,737
1504,1581
28,1955
100,512
3041,28
452,66
156,6748
1828,4338
102,244
152,54
262,512
156,77
20,891
2718,940
262,1156
3041,554
212,2718
570,2854
508,1000
3041,964
452,1199
3041,192
508,21
941,136
152,6560
452,4
122,512
982,2523
508,3708
938,214
262,1510
80,54
125,6807
508,6490
512,1504
152,4455
508,969
452,112
152,49
512,2471
76,512
452,881
3041,2274
512,47
508,79
156,1271
2243,33
508,1326
738,206
982,1502
152,621
79,2775
512,6245
960,738
80,125
512,7042
152,735
152,725
914,20
882,1002
969,915
503,512
156,739
964,882
3041,190
735,2707
27,512
102,66
28,2775
2718,2719
964,967
938,799
1008,512
110,268
452,31
915,494
3041,482
3041,7386
938,137
508,1024
152,1199
20,980
179,3041
262,96
6506,882
512,3258
512,1844
882,3935
1404,940
915,136
504,512
508,244
128,512
3041,2110
254,781
20,955
508,2708
152,917
2718,2728
306,48
975,512
665,1455
3041,4878
570,2708
452,125
452,244
3041,634
1178,795
452,1327
569,6445
452,156
452,1112
66,570
1369,351
512,817
3041,1193
452,7385
267,735
512,125
152,136
938,54
1504,2165
492,7233
212,5442
1178,2066
797,512
512,6991
212,969
66,800
155,48
3041,679
3041,1731
152,6398
1828,548
938,964
66,1011
817,2775
512,902
156,2717
254,797
152,1737
960,6991
915,6906
512,1120
244,71
102,2427
